model_family,model_label,candidate,dataset,dataset_label,model_dataset_label,params,fit_rows,fit_bad_rate,fit_seconds,roc_auc,pr_auc,best_f1_threshold,best_f1,best_f1_precision,best_f1_recall,target_precision_threshold,target_precision_f1,target_precision,target_precision_recall
random_forest,Random Forest,random_forest_01_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,Random Forest | missingness challenger no grade/subgrade,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 80, ""n_estimators"": 120}",200000,0.1883,28.116,0.6956,0.414153,0.451372,0.470076,0.348975,0.719892,0.531726,0.450104,0.4,0.514558
hist_gradient_boosting,HistGradientBoosting,hist_gradient_boosting_03_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade,"{""l2_regularization"": 0.01, ""learning_rate"": 0.05, ""max_iter"": 220, ""max_leaf_nodes"": 45}",300000,0.1883,18.357,0.700076,0.42295,0.475018,0.473792,0.359475,0.694721,0.557552,0.457614,0.400003,0.534612
hist_gradient_boosting,HistGradientBoosting,hist_gradient_boosting_05_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade,"{""l2_regularization"": 0.01, ""learning_rate"": 0.07, ""max_iter"": 180, ""max_leaf_nodes"": 45}",300000,0.1883,15.078,0.699892,0.42263,0.472944,0.473443,0.358681,0.696195,0.555978,0.457678,0.400003,0.534786
hist_gradient_boosting,HistGradientBoosting,hist_gradient_boosting_06_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade,"{""l2_regularization"": 0.01, ""learning_rate"": 0.04, ""max_iter"": 260, ""max_leaf_nodes"": 63}",300000,0.1883,19.974,0.699701,0.4222,0.474125,0.47318,0.358414,0.696065,0.556515,0.457025,0.400003,0.533008
hist_gradient_boosting,HistGradientBoosting,hist_gradient_boosting_01_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade,"{""l2_regularization"": 0.0, ""learning_rate"": 0.04, ""max_iter"": 180, ""max_leaf_nodes"": 31}",300000,0.1883,19.82,0.699505,0.422386,0.470117,0.473053,0.354829,0.70942,0.559098,0.457413,0.4,0.53407
hist_gradient_boosting,HistGradientBoosting,hist_gradient_boosting_02_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade,"{""l2_regularization"": 0.0, ""learning_rate"": 0.05, ""max_iter"": 200, ""max_leaf_nodes"": 31}",300000,0.1883,18.063,0.699775,0.422413,0.487582,0.472968,0.36393,0.675295,0.558278,0.457858,0.4,0.535285
hist_gradient_boosting,HistGradientBoosting,hist_gradient_boosting_04_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,HistGradientBoosting | missingness challenger no grade/subgrade,"{""l2_regularization"": 0.0, ""learning_rate"": 0.06, ""max_iter"": 220, ""max_leaf_nodes"": 45}",300000,0.1883,17.371,0.700104,0.423099,0.474415,0.472916,0.359018,0.692661,0.555965,0.457811,0.4,0.535154
lightgbm,LightGBM,lightgbm_06_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.025, ""max_depth"": 12, ""min_child_samples"": 120, ""n_estimators"": 400, ""num_leaves"": 63, ""reg_lambda"": 5.0, ""subsample"": 0.8}",300000,0.1883,9.725,0.702609,0.424751,0.463339,0.475249,0.355631,0.716119,0.55099,0.462459,0.4,0.548033
lightgbm,LightGBM,lightgbm_05_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""max_depth"": 10, ""min_child_samples"": 120, ""n_estimators"": 280, ""num_leaves"": 45, ""reg_lambda"": 4.0, ""subsample"": 0.8}",300000,0.1883,6.304,0.70228,0.424924,0.466526,0.47507,0.356004,0.713799,0.554345,0.461151,0.400003,0.544369
lightgbm,LightGBM,lightgbm_03_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": -1, ""min_child_samples"": 100, ""n_estimators"": 350, ""num_leaves"": 63, ""reg_lambda"": 3.0, ""subsample"": 0.8}",300000,0.1883,8.142,0.702439,0.424477,0.474166,0.474446,0.359973,0.695675,0.552781,0.461167,0.400003,0.544412
lightgbm,LightGBM,lightgbm_01_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""max_depth"": -1, ""min_child_samples"": 60, ""n_estimators"": 250, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.85}",300000,0.1883,5.395,0.701762,0.423804,0.453787,0.474328,0.349233,0.739057,0.557256,0.459657,0.4,0.540228
lightgbm,LightGBM,lightgbm_04_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.05, ""max_depth"": 8, ""min_child_samples"": 80, ""n_estimators"": 220, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.9}",300000,0.1883,4.639,0.701854,0.424195,0.459328,0.474301,0.35144,0.729236,0.55599,0.460721,0.4,0.543176
lightgbm,LightGBM,lightgbm_02_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,LightGBM | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": -1, ""min_child_samples"": 80, ""n_estimators"": 300, ""num_leaves"": 45, ""reg_lambda"": 2.0, ""subsample"": 0.85}",300000,0.1883,6.84,0.702047,0.423962,0.449013,0.474193,0.34838,0.742244,0.552468,0.462422,0.400003,0.547924
xgboost,XGBoost,xgboost_05_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.75, ""learning_rate"": 0.025, ""max_depth"": 6, ""min_child_weight"": 16, ""n_estimators"": 350, ""reg_alpha"": 0.2, ""reg_lambda"": 5.0, ""subsample"": 0.8}",300000,0.1883,8.623,0.701878,0.425318,0.463641,0.474135,0.355532,0.71148,0.550355,0.460861,0.4,0.543566
xgboost,XGBoost,xgboost_04_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.045, ""max_depth"": 5, ""min_child_weight"": 16, ""n_estimators"": 240, ""reg_alpha"": 0.2, ""reg_lambda"": 3.0, ""subsample"": 0.9}",300000,0.1883,5.249,0.700979,0.424263,0.466039,0.473601,0.355153,0.710591,0.553915,0.458918,0.4,0.53819
xgboost,XGBoost,xgboost_03_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 5, ""min_child_weight"": 10, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 4.0, ""subsample"": 0.8}",300000,0.1883,6.542,0.70063,0.423525,0.453881,0.473599,0.349274,0.73535,0.555562,0.458217,0.400003,0.53626
xgboost,XGBoost,xgboost_02_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.035, ""max_depth"": 4, ""min_child_weight"": 12, ""n_estimators"": 260, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.85}",300000,0.1883,5.107,0.698713,0.421348,0.461955,0.472556,0.351375,0.721322,0.557858,0.455408,0.400003,0.528629
xgboost,XGBoost,xgboost_01_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.04, ""max_depth"": 4, ""min_child_weight"": 8, ""n_estimators"": 220, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.85}",300000,0.1883,4.463,0.69852,0.420779,0.465141,0.472073,0.352138,0.715902,0.558105,0.454882,0.4,0.52722
xgboost,XGBoost,xgboost_06_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,XGBoost | missingness challenger no grade/subgrade,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.06, ""max_depth"": 3, ""min_child_weight"": 8, ""n_estimators"": 180, ""reg_alpha"": 0.0, ""reg_lambda"": 2.0, ""subsample"": 0.9}",300000,0.1883,3.353,0.697059,0.418734,0.461681,0.47114,0.349878,0.721041,0.558975,0.452569,0.400003,0.521041
catboost,CatBoost,catboost_02_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade,"{""depth"": 5, ""iterations"": 260, ""l2_leaf_reg"": 4.0, ""learning_rate"": 0.035, ""subsample"": 0.85}",100000,0.1883,5.401,0.698011,0.419466,0.472333,0.4726,0.354989,0.706753,0.558259,0.453206,0.400003,0.522732
catboost,CatBoost,catboost_04_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade,"{""depth"": 5, ""iterations"": 240, ""l2_leaf_reg"": 6.0, ""learning_rate"": 0.045, ""subsample"": 0.9}",100000,0.1883,5.129,0.698598,0.420118,0.474733,0.47248,0.357007,0.698363,0.5585,0.454235,0.4,0.525485
catboost,CatBoost,catboost_01_missingness_challenger_no_grade_subgrade,missingness_challenger_no_grade_subgrade,missingness challenger no grade/subgrade,CatBoost | missingness challenger no grade/subgrade,"{""depth"": 4, ""iterations"": 220, ""l2_leaf_reg"": 3.0, ""learning_rate"": 0.04, ""subsample"": 0.85}",100000,0.1883,4.334,0.69598,0.417279,0.465225,0.470478,0.349118,0.721171,0.562787,0.449489,0.4,0.512954
